"Key","Title","Description","Municipality","DetailRegionCode"
"WK035200  ","Wijk 00 Wijk bij Duurstede",,"GM0352","WK035200"
"BU03520000","Wijk bij Duurstede",,"GM0352","BU03520000"
"WK035201  ","Wijk 01 Landelijk gebied",,"GM0352","WK035201"
"BU03520101","Gebied ten Z. van Amsterdam-Rijnkanaal","Gebied ten zuiden van Amsterdam-Rijnkanaal","GM0352","BU03520101"
"BU03520109","Verspreide huizen",,"GM0352","BU03520109"
"WK035202  ","Wijk 02 Cothen",,"GM0352","WK035202"
"BU03520200","Cothen",,"GM0352","BU03520200"
"BU03520209","Verspreide huizen Cothen",,"GM0352","BU03520209"
"WK035203  ","Wijk 03 Langbroek",,"GM0352","WK035203"
"BU03520300","Nederlangbroek",,"GM0352","BU03520300"
"BU03520301","Nederlangbroek West- en Oostzijde",,"GM0352","BU03520301"
"BU03520302","Overlangbroek",,"GM0352","BU03520302"
"BU03520309","Verspreide huizen Langbroek",,"GM0352","BU03520309"
"GM0053    ","Winsum",,"GM0053","GM0053"
"WK005300  ","Wijk 00",,"GM0053","WK005300"
"BU00530000","Winsum",,"GM0053","BU00530000"
"BU00530001","Obergum",,"GM0053","BU00530001"
"BU00530002","Ripperda",,"GM0053","BU00530002"
"BU00530003","Potmaar",,"GM0053","BU00530003"
"BU00530004","De Brake",,"GM0053","BU00530004"
"BU00530009","Verspreide huizen Winsum",,"GM0053","BU00530009"
"WK005301  ","Wijk 01",,"GM0053","WK005301"
"BU00530100","Ezinge",,"GM0053","BU00530100"
"BU00530101","Feerwerd",,"GM0053","BU00530101"
"BU00530102","Garnwerd",,"GM0053","BU00530102"
"BU00530109","Verspreide huizen Ezinge",,"GM0053","BU00530109"
"WK005302  ","Wijk 02",,"GM0053","WK005302"
"BU00530200","Baflo",,"GM0053","BU00530200"
"BU00530201","Den Andel",,"GM0053","BU00530201"
"BU00530202","Rasquert",,"GM0053","BU00530202"
"BU00530203","Tinallinge",,"GM0053","BU00530203"
"BU00530204","Saaxumhuizen",,"GM0053","BU00530204"
"BU00530209","Verspreide huizen Baflo",,"GM0053","BU00530209"
"WK005303  ","Wijk 03",,"GM0053","WK005303"
"BU00530300","Adorp",,"GM0053","BU00530300"
"BU00530301","Sauwerd",,"GM0053","BU00530301"
"BU00530302","Wetsinge",,"GM0053","BU00530302"
"BU00530309","Verspreide huizen Adorp",,"GM0053","BU00530309"
"GM0294    ","Winterswijk",,"GM0294","GM0294"
"WK029400  ","Wijk 00 Stad",,"GM0294","WK029400"
"BU02940000","Centrale deel",,"GM0294","BU02940000"
"BU02940001","Winterswijk-Zuidwest",,"GM0294","BU02940001"
"BU02940002","Winterswijk-Noordwest",,"GM0294","BU02940002"
"BU02940003","Winterswijk-Noordoost",,"GM0294","BU02940003"
"BU02940004","Winterswijk-Zuidoost",,"GM0294","BU02940004"
"WK029401  ","Wijk 01 Land",,"GM0294","WK029401"
"BU02940100","Meddo",,"GM0294","BU02940100"
"BU02940101","Kotten",,"GM0294","BU02940101"
"BU02940102","Miste",,"GM0294","BU02940102"
"BU02940103","Verspr.h. Brinkheurne en omgeving","Verspreide huizen Brinkheurne en omgeving","GM0294","BU02940103"
"BU02940104","Verspreide huizen Meddo",,"GM0294","BU02940104"
"BU02940105","Verspr.h. ten noorden van Winterswijk","Verspreide huizen ten noorden van Winterswijk","GM0294","BU02940105"
"BU02940106","Verspreide huizen Ratum, Henxel, Huppel",,"GM0294","BU02940106"
"BU02940107","Verspreide huizen Kotten",,"GM0294","BU02940107"
"BU02940108","Woold",,"GM0294","BU02940108"
"BU02940109","Verspreide huizen Miste",,"GM0294","BU02940109"
"BU02940120","Verspreide huizen Corle en omgeving",,"GM0294","BU02940120"
"BU02940121","Verspreide huizen Woold",,"GM0294","BU02940121"
"GM0873    ","Woensdrecht",,"GM0873","GM0873"
"WK087300  ","Wijk 00 Hoogerheide en Woensdrecht",,"GM0873","WK087300"
"BU08730000","Hoogerheide",,"GM0873","BU08730000"
"BU08730001","Woensdrecht",,"GM0873","BU08730001"
"BU08730002","Hoogerheide-Noord",,"GM0873","BU08730002"
"BU08730003","Industrieterrein De Kooy",,"GM0873","BU08730003"
"BU08730008","Verspreide huizen Woensdrecht",,"GM0873","BU08730008"
"BU08730009","Verspreide huizen Hoogerheide",,"GM0873","BU08730009"
"WK087301  ","Wijk 01 Huijbergen",,"GM0873","WK087301"
"BU08730100","Huijbergen",,"GM0873","BU08730100"
"BU08730101","Eiland",,"GM0873","BU08730101"
"BU08730108","Verspr.h. ten zuiden van Huijbergen","Verspreide huizen ten zuiden van Huijbergen","GM0873","BU08730108"
"BU08730109","Verspr.h. ten noorden van Huijbergen","Verspreide huizen ten noorden van Huijbergen","GM0873","BU08730109"
"WK087302  ","Wijk 02 Ossendrecht",,"GM0873","WK087302"
"BU08730200","Ossendrecht",,"GM0873","BU08730200"
"BU08730201","Calfven",,"GM0873","BU08730201"
"BU08730208","Verspr.h. ten westen van Ossendrecht","Verspreide huizen ten westen van Ossendrecht","GM0873","BU08730208"
"BU08730209","Verspr.h. ten oosten van Ossendrecht","Verspreide huizen ten oosten van Ossendrecht","GM0873","BU08730209"
"WK087303  ","Wijk 03 Putte",,"GM0873","WK087303"
"BU08730300","Putte",,"GM0873","BU08730300"
"BU08730309","Verspreide huizen Putte",,"GM0873","BU08730309"
"GM0632    ","Woerden",,"GM0632","GM0632"
"WK063201  ","Wijk 01 Woerden-Midden",,"GM0632","WK063201"
"BU06320101","Binnenstad",,"GM0632","BU06320101"
"BU06320102","Bloemen- en Bomenkwartier",,"GM0632","BU06320102"
"BU06320103","Bedrijventerrein Honthorst",,"GM0632","BU06320103"
"BU06320104","Staatsliedenkwartier",,"GM0632","BU06320104"
"BU06320105","Vogelkwartier",,"GM0632","BU06320105"
"BU06320106","Schilderskwartier",,"GM0632","BU06320106"
"WK063202  ","Wijk 02 Woerden-West",,"GM0632","WK063202"
"BU06320201","Bedrijventerrein Barwoutswaarder",,"GM0632","BU06320201"
"BU06320202","Molenvliet-West",,"GM0632","BU06320202"
"BU06320203","Molenvliet-Oost",,"GM0632","BU06320203"
"BU06320204","Kromwijk",,"GM0632","BU06320204"
"WK063203  ","Wijk 03 Woerden-Oost",,"GM0632","WK063203"
"BU06320301","Middelland-Noord",,"GM0632","BU06320301"
"BU06320302","Middelland-Zuid",,"GM0632","BU06320302"
"BU06320303","Snel en Polanen",,"GM0632","BU06320303"
"BU06320304","Bedrijventerrein Polanen",,"GM0632","BU06320304"
"BU06320305","Waterrijk",,"GM0632","BU06320305"
"WK063204  ","Wijk 04 Buitengebied Woerden-West",,"GM0632","WK063204"
"BU06320401","Rietveld",,"GM0632","BU06320401"
"BU06320402","Barwoutswaarder",,"GM0632","BU06320402"
"WK063205  ","Wijk 05 Buitengebied Woerden-Oost",,"GM0632","WK063205"
"BU06320501","Geestdorp",,"GM0632","BU06320501"
"BU06320502","Breeveld",,"GM0632","BU06320502"
"BU06320503","Cattenbroek",,"GM0632","BU06320503"
"WK063206  ","Wijk 06 Harmelen",,"GM0632","WK063206"
"BU06320601","Harmelen-Noord (dorp)",,"GM0632","BU06320601"
"BU06320602","Harmelen-Zuid (dorp)",,"GM0632","BU06320602"
"BU06320603","Putkop",,"GM0632","BU06320603"
"BU06320604","Buitengebied Harmelen",,"GM0632","BU06320604"
"BU06320605","Reijerscop",,"GM0632","BU06320605"
"BU06320606","Gerverscop",,"GM0632","BU06320606"
"WK063207  ","Wijk 07 Kamerik",,"GM0632","WK063207"
"BU06320701","Kamerik (dorp)",,"GM0632","BU06320701"
"BU06320702","Kanis",,"GM0632","BU06320702"
"BU06320703","Buitengebied Kamerik",,"GM0632","BU06320703"
"WK063208  ","Wijk 08 Zegveld",,"GM0632","WK063208"
"BU06320801","Zegveld (dorp)",,"GM0632","BU06320801"
"BU06320802","Buitengebied Zegveld",,"GM0632","BU06320802"
"GM1690    ","De Wolden",,"GM1690","GM1690"
"WK169000  ","Wijk 00 Zuidwolde",,"GM1690","WK169000"
"BU16900000","Zuidwolde kern",,"GM1690","BU16900000"
"BU16900009","Verspreide huizen Zuidwolde",,"GM1690","BU16900009"
"WK169001  ","Wijk 01 Alteveer",,"GM1690","WK169001"
"BU16900100","Alteveer",,"GM1690","BU16900100"
"BU16900109","Verspreide huizen Alteveer",,"GM1690","BU16900109"
"WK169002  ","Wijk 02 Kerkenveld",,"GM1690","WK169002"
"BU16900200","Kerkenveld",,"GM1690","BU16900200"
"BU16900209","Verspreide huizen Kerkenveld",,"GM1690","BU16900209"
"WK169003  ","Wijk 03 Drogteropslagen",,"GM1690","WK169003"
"BU16900300","Drogteropslagen",,"GM1690","BU16900300"
"BU16900309","Verspreide huizen Drogteropslagen",,"GM1690","BU16900309"
"WK169004  ","Wijk 04 Linde",,"GM1690","WK169004"
"BU16900400","Linde",,"GM1690","BU16900400"
"BU16900409","Verspreide huizen Linde",,"GM1690","BU16900409"
"WK169005  ","Wijk 05 Fort",,"GM1690","WK169005"
"BU16900500","Fort",,"GM1690","BU16900500"
"BU16900509","Verspreide huizen Fort",,"GM1690","BU16900509"
"WK169006  ","Wijk 06 Veeningen",,"GM1690","WK169006"
"BU16900600","Veeningen",,"GM1690","BU16900600"
"BU16900609","Verspreide huizen Veeningen",,"GM1690","BU16900609"
"WK169007  ","Wijk 07 Echten",,"GM1690","WK169007"
"BU16900700","Echten",,"GM1690","BU16900700"
"BU16900709","Verspreide huizen Echten",,"GM1690","BU16900709"
"WK169008  ","Wijk 08 Ruinen",,"GM1690","WK169008"
"BU16900800","Ruinen",,"GM1690","BU16900800"
"BU16900801","Oldenhave",,"GM1690","BU16900801"
"BU16900802","Ruinerweide",,"GM1690","BU16900802"
"BU16900803","Leeuwte",,"GM1690","BU16900803"
"BU16900804","Hees",,"GM1690","BU16900804"
"BU16900809","Verspreide huizen Ruinen",,"GM1690","BU16900809"
"WK169009  ","Wijk 09 Eursinge",,"GM1690","WK169009"
"BU16900900","Eursinge en Pesse",,"GM1690","BU16900900"
"BU16900909","Verspreide huizen Pesse",,"GM1690","BU16900909"
"WK169010  ","Wijk 10 Ansen",,"GM1690","WK169010"
"BU16901000","Ansen",,"GM1690","BU16901000"
"BU16901009","Verspreide huizen Ansen",,"GM1690","BU16901009"
"WK169011  ","Wijk 11 Ruinerwold",,"GM1690","WK169011"
"BU16901100","Ruinerwold",,"GM1690","BU16901100"
"BU16901101","Haakswold",,"GM1690","BU16901101"
"BU16901102","Oosteinde",,"GM1690","BU16901102"
"BU16901103","Berghuizen",,"GM1690","BU16901103"
"BU16901104","Weerwille",,"GM1690","BU16901104"
"BU16901105","Oosteinde-Buiten",,"GM1690","BU16901105"
"BU16901109","Ruinerwold-Buiten",,"GM1690","BU16901109"
"WK169012  ","Wijk 12 Koekange",,"GM1690","WK169012"
"BU16901200","Koekange",,"GM1690","BU16901200"
"BU16901201","Koekange Noord",,"GM1690","BU16901201"
"BU16901202","Koekange Zuid",,"GM1690","BU16901202"
"BU16901203","Koekangerveld",,"GM1690","BU16901203"
"BU16901209","Verspreide huizen Koekange",,"GM1690","BU16901209"
"WK169013  ","Wijk 13 De Wijk",,"GM1690","WK169013"
"BU16901300","De Wijk",,"GM1690","BU16901300"
"BU16901309","Verspreide huizen De Wijk",,"GM1690","BU16901309"
"GM0880    ","Wormerland",,"GM0880","GM0880"
"WK088000  ","Wijk 00 Wormer",,"GM0880","WK088000"
"BU08800000","Oosteinde",,"GM0880","BU08800000"
"BU08800001","Westeinde",,"GM0880","BU08800001"
"BU08800002","Oost-Knollendam",,"GM0880","BU08800002"
"BU08800003","Molenbuurt",,"GM0880","BU08800003"
"BU08800004","Plaszoom",,"GM0880","BU08800004"
"BU08800005","Middentil",,"GM0880","BU08800005"
"BU08800009","Verspr.h. in de polder Engewormer","Verspreide huizen in de polder Engewormer","GM0880","BU08800009"
"WK088001  ","Wijk 01 Wijdewormer",,"GM0880","WK088001"
"BU08800100","Neck (gedeeltelijk)",,"GM0880","BU08800100"
"BU08800108","Verspr.h. ten zuiden van De Middentocht","Verspreide huizen ten zuiden van De Middentocht","GM0880","BU08800108"
"BU08800109","Verspr.h. ten noorden van De Middentocht","Verspreide huizen ten noorden van De Middentocht","GM0880","BU08800109"
"WK088002  ","Wijk 02 Jisp",,"GM0880","WK088002"
"BU08800200","Jisp",,"GM0880","BU08800200"
"BU08800201","Uitbreiding-Jisp",,"GM0880","BU08800201"
"BU08800208","Spijkerboor",,"GM0880","BU08800208"
"BU08800209","Verspr.h. Kanaal- en Oudelandsdijk","Verspreide huizen Kanaal- en Oudelandsdijk","GM0880","BU08800209"
"GM0351    ","Woudenberg",,"GM0351","GM0351"
"WK035100  ","Wijk 00 Woudenberg",,"GM0351","WK035100"
"BU03510001","De Grift",,"GM0351","BU03510001"
"BU03510002","Nico Bergsteijn",,"GM0351","BU03510002"
"BU03510003","Nieuwoord",,"GM0351","BU03510003"
"BU03510004","Laanzicht",,"GM0351","BU03510004"
"BU03510005","Het Zeeland",,"GM0351","BU03510005"
"BU03510006","Het Groene Woud",,"GM0351","BU03510006"
"BU03510007","Woudenberg-Oost",,"GM0351","BU03510007"
"BU03510008","Bedrijventerrein",,"GM0351","BU03510008"
"BU03510009","Den Treek-Henschoten",,"GM0351","BU03510009"
"BU03510010","Geerestein",,"GM0351","BU03510010"
"BU03510011","Voskuilen",,"GM0351","BU03510011"
"BU03510012","Rumelaar-Lambalgen",,"GM0351","BU03510012"
"GM0874    ","Woudrichem",,"GM0874","GM0874"
"WK087400  ","Wijk 00 Woudrichem",,"GM0874","WK087400"
"BU08740000","Woudrichem binnen de vesting",,"GM0874","BU08740000"
"BU08740001","Woudrichem buiten de vesting",,"GM0874","BU08740001"
"BU08740002","Oudendijk",,"GM0874","BU08740002"
"BU08740009","Verspreide huizen in buitengebied",,"GM0874","BU08740009"
"WK087401  ","Wijk 01 Almkerk",,"GM0874","WK087401"
"BU08740100","Almkerk",,"GM0874","BU08740100"
"BU08740107","Verspreide huizen Zandwijk en omgeving",,"GM0874","BU08740107"
"BU08740108","Verspr.h. Provincialeweg-Noord e.o.","Verspreide huizen Provincialeweg-Noord en omgeving","GM0874","BU08740108"
"BU08740109","Verspr.h. Provincialeweg-Zuid e.o.","Verspreide huizen Provincialeweg-Zuid en omgeving","GM0874","BU08740109"
"WK087402  ","Wijk 02 Rijswijk",,"GM0874","WK087402"
"BU08740200","Rijswijk",,"GM0874","BU08740200"
"BU08740209","Verspreide huizen in buitengebied",,"GM0874","BU08740209"
"WK087403  ","Wijk 03 Giessen",,"GM0874","WK087403"
"BU08740300","Giessen",,"GM0874","BU08740300"
"BU08740309","Verspreide huizen in buitengebied",,"GM0874","BU08740309"
"WK087404  ","Wijk 04 Andel",,"GM0874","WK087404"
"BU08740400","Andel",,"GM0874","BU08740400"
"BU08740409","Verspreide huizen in buitengebied",,"GM0874","BU08740409"
"WK087405  ","Wijk 05 Uitwijk en Waardhuizen",,"GM0874","WK087405"
"BU08740500","Uitwijk",,"GM0874","BU08740500"
"BU08740501","Waardhuizen",,"GM0874","BU08740501"
"BU08740509","Verspreide huizen in buitengebied",,"GM0874","BU08740509"
"GM0479    ","Zaanstad",,"GM0479","GM0479"
"WK047911  ","Wijk 11 Zaandam Zuid",,"GM0479","WK047911"
"BU04791110","Achtersluispolder",,"GM0479","BU04791110"
"BU04791120","Bomenbuurt",,"GM0479","BU04791120"
"BU04791130","Burgemeestersbuurt",,"GM0479","BU04791130"
"WK047912  ","Wijk 12 Poelenburg",,"GM0479","WK047912"
"BU04791210","Poelenburg",,"GM0479","BU04791210"
"WK047913  ","Wijk 13 Pelders- en Hoornseveld",,"GM0479","WK047913"
"BU04791310","Peldersveld",,"GM0479","BU04791310"
"BU04791320","Hoornseveld",,"GM0479","BU04791320"
"WK047914  ","Wijk 14 Rosmolenwijk",,"GM0479","WK047914"
"BU04791410","Rosmolenbuurt",,"GM0479","BU04791410"
"WK047915  ","Wijk 15 Kogerveldwijk",,"GM0479","WK047915"
"BU04791510","Kogerveld",,"GM0479","BU04791510"
"BU04791520","Boerejonkerbuurt",,"GM0479","BU04791520"
"WK047916  ","Wijk 16 Zaandam Noord",,"GM0479","WK047916"
"BU04791610","Kalf",,"GM0479","BU04791610"
"BU04791620","Kalverpolder",,"GM0479","BU04791620"
"WK047921  ","Wijk 21 Oude Haven",,"GM0479","WK047921"
"BU04792110","Havenbuurt",,"GM0479","BU04792110"
"BU04792120","Zuiderhout",,"GM0479","BU04792120"
"BU04792130","Het Eiland",,"GM0479","BU04792130"
"BU04792140","Russische buurt",,"GM0479","BU04792140"
"WK047922  ","Wijk 22 Zaandam West",,"GM0479","WK047922"
"BU04792210","Oud West",,"GM0479","BU04792210"
"BU04792220","Spoorbuurt",,"GM0479","BU04792220"
"BU04792230","Schilders- en Waddenbuurt",,"GM0479","BU04792230"
"WK047923  ","Wijk 23 Nieuw West",,"GM0479","WK047923"
"BU04792310","Westerspoor",,"GM0479","BU04792310"
"BU04792320","Westerwatering",,"GM0479","BU04792320"
"WK047931  ","Wijk 31 Oud Koog a/d Zaan",,"GM0479","WK047931"
"BU04793110","Oud Koog",,"GM0479","BU04793110"
"WK047932  ","Wijk 32 Westerkoog",,"GM0479","WK047932"
"BU04793210","Westerkoog",,"GM0479","BU04793210"
"WK047941  ","Wijk 41 Oud Zaandijk",,"GM0479","WK047941"
"BU04794110","Oud Zaandijk",,"GM0479","BU04794110"
"WK047942  ","Wijk 42 Rooswijk",,"GM0479","WK047942"
"BU04794210","Rooswijk",,"GM0479","BU04794210"
"BU04794220","Rooswijk Noord",,"GM0479","BU04794220"
"WK047951  ","Wijk 51 Wormerveer",,"GM0479","WK047951"
"BU04795110","Wormerveer Zuid",,"GM0479","BU04795110"
"BU04795120","Guisveld",,"GM0479","BU04795120"
"BU04795130","Wormerveer Noord",,"GM0479","BU04795130"
"BU04795140","Karnemelksepolder",,"GM0479","BU04795140"
"BU04795150","Westknollendam",,"GM0479","BU04795150"
"BU04795160","Industriebuurt",,"GM0479","BU04795160"
"WK047961  ","Wijk 61 Krommenie Oost",,"GM0479","WK047961"
"BU04796110","Zuiderhoofdbuurt",,"GM0479","BU04796110"
"BU04796120","Noorderhoofdbuurt",,"GM0479","BU04796120"
"BU04796130","Snuiverbuurt",,"GM0479","BU04796130"
"BU04796140","Rosariumbuurt",,"GM0479","BU04796140"
"WK047962  ","Wijk 62 Krommenie West",,"GM0479","WK047962"
"BU04796210","Zuiderham",,"GM0479","BU04796210"
"BU04796220","Noorderham",,"GM0479","BU04796220"
"BU04796230","Krommeniedijk",,"GM0479","BU04796230"
"BU04796240","Willis",,"GM0479","BU04796240"
"WK047971  ","Wijk 71 Assendelft-Zuid",,"GM0479","WK047971"
"BU04797110","De Zuid",,"GM0479","BU04797110"
"BU04797120","Centrum",,"GM0479","BU04797120"
"BU04797130","Westerpolder",,"GM0479","BU04797130"
"WK047972  ","Wijk 72 Assendelft-Noord",,"GM0479","WK047972"
"BU04797210","Waterrijk",,"GM0479","BU04797210"
"BU04797220","Langeheit",,"GM0479","BU04797220"
"BU04797230","Parkrijk",,"GM0479","BU04797230"
"WK047981  ","Wijk 81 Westzaan",,"GM0479","WK047981"
"BU04798110","Westzanerpolder",,"GM0479","BU04798110"
"BU04798120","Westzaan Zuid",,"GM0479","BU04798120"
"BU04798130","J.J. Allanbuurt",,"GM0479","BU04798130"
"BU04798140","Westzaan Noord",,"GM0479","BU04798140"
"BU04798150","Middel",,"GM0479","BU04798150"
"GM0297    ","Zaltbommel",,"GM0297","GM0297"
"WK029700  ","Wijk 00 Zaltbommel",,"GM0297","WK029700"
"BU02970000","Zaltbommel Binnenstad",,"GM0297","BU02970000"
"BU02970001","Zaltbommel Vergt en omgeving",,"GM0297","BU02970001"
"BU02970002","Zaltbommel Spellewaard",,"GM0297","BU02970002"
"BU02970007","Verspreide huizen Hoeven",,"GM0297","BU02970007"
"BU02970008","Verspreide huizen Oostzijde",,"GM0297","BU02970008"
"BU02970009","Verspreide huizen Westzijde",,"GM0297","BU02970009"
"WK029701  ","Wijk 01 Brakel",,"GM0297","WK029701"
"BU02970100","Brakel",,"GM0297","BU02970100"
"BU02970101","Poederoijen",,"GM0297","BU02970101"
"BU02970102","Aalst",,"GM0297","BU02970102"
"BU02970103","Zuilichem",,"GM0297","BU02970103"
"BU02970104","De Rietschoof",,"GM0297","BU02970104"
"BU02970105","Verspreide huizen in de polder Aalst",,"GM0297","BU02970105"
"BU02970106","Verspr.h. in de polder Poederoijen","Verspreide huizen in de polder Poederoijen","GM0297","BU02970106"
"BU02970107","Verspreide huizen in de polder Brakel",,"GM0297","BU02970107"
"BU02970108","Verspreide huizen in het Munnikenland",,"GM0297","BU02970108"
"BU02970109","Verspr.h. in de polder Zuilichem e.o.","Verspreide huizen in de polder Zuilichem en omgeving","GM0297","BU02970109"
"WK029702  ","Wijk 02 Kerkwijk",,"GM0297","WK029702"
"BU02970200","Kerkwijk",,"GM0297","BU02970200"
"BU02970201","Bruchem",,"GM0297","BU02970201"
"BU02970202","Beneden-Delwijnen",,"GM0297","BU02970202"
"BU02970203","Gameren",,"GM0297","BU02970203"
"BU02970204","Nieuwaal",,"GM0297","BU02970204"
"BU02970207","Verspr.h. polders Delwijnen en Bruchem","Verspreide huizen polders Delwijnen en Bruchem","GM0297","BU02970207"
"BU02970208","Verspreide huizen Kerkwijk en Bruchem",,"GM0297","BU02970208"
"BU02970209","Verspr.h. polders Gameren en Nieuwaal","Verspreide huizen polders Gameren en Nieuwaal","GM0297","BU02970209"
"WK029703  ","Wijk 03 Nederhemert",,"GM0297","WK029703"
"BU02970300","Nederhemert-Noordzijde",,"GM0297","BU02970300"
"BU02970301","Nederhemert-Zuidzijde",,"GM0297","BU02970301"
"BU02970309","Verspreide huizen Nederhemert",,"GM0297","BU02970309"
"GM0473    ","Zandvoort",,"GM0473","GM0473"
"WK047301  ","Zandvoort Noord",,"GM0473","WK047301"
"BU04730101","Boulevard Noord",,"GM0473","BU04730101"
"BU04730102","Stations omgeving",,"GM0473","BU04730102"
"BU04730103","Oud Noord",,"GM0473","BU04730103"
"BU04730104","Nieuw Noord - bedrijven",,"GM0473","BU04730104"
"BU04730105","Nieuw Noord - wonen",,"GM0473","BU04730105"
"BU04730106","Sport Circuit",,"GM0473","BU04730106"
"BU04730107","Recreatiepark",,"GM0473","BU04730107"
"WK047302  ","Zandvoort Zuid",,"GM0473","WK047302"
"BU04730201","Boulevard Midden",,"GM0473","BU04730201"
"BU04730202","Boulevard Zuid",,"GM0473","BU04730202"
"BU04730203","Brederode- Gerkestraat e.o.",,"GM0473","BU04730203"
"BU04730204","Zandvoortselaan",,"GM0473","BU04730204"
"BU04730205","Kostverloren e.o.",,"GM0473","BU04730205"
"BU04730206","Centrum",,"GM0473","BU04730206"
"WK047303  ","Bentveld",,"GM0473","WK047303"
"BU04730301","Bentveld Noord",,"GM0473","BU04730301"
"BU04730302","Bentveld Zuid",,"GM0473","BU04730302"
"WK047304  ","Buitengebied",,"GM0473","WK047304"
"BU04730401","Noord strand",,"GM0473","BU04730401"
"BU04730402","Zuid strand",,"GM0473","BU04730402"
"BU04730403","Zuid duinen",,"GM0473","BU04730403"
"BU04730404","Noord duinen",,"GM0473","BU04730404"
"GM0707    ","Zederik",,"GM0707","GM0707"
"WK070701  ","Wijk 01 Lexmond",,"GM0707","WK070701"
"BU07070100","Lexmond Kern",,"GM0707","BU07070100"
"BU07070101","Achthoven",,"GM0707","BU07070101"
"BU07070102","Lakerveld",,"GM0707","BU07070102"
"BU07070103","Lexmond Polder",,"GM0707","BU07070103"
"WK070702  ","Wijk 02 Ameide",,"GM0707","WK070702"
"BU07070200","Ameide Kern",,"GM0707","BU07070200"
"BU07070201","Sluis",,"GM0707","BU07070201"
"BU07070202","Sluis Polder",,"GM0707","BU07070202"
"BU07070203","Ameide Polder",,"GM0707","BU07070203"
"WK070703  ","Wijk 03 Tienhoven",,"GM0707","WK070703"
"BU07070300","Tienhoven Kern",,"GM0707","BU07070300"
"BU07070301","Hogewaard",,"GM0707","BU07070301"
"BU07070302","Tienhoven Polder",,"GM0707","BU07070302"
"WK070704  ","Wijk 04 Meerkerk",,"GM0707","WK070704"
"BU07070400","Meerkerk kern",,"GM0707","BU07070400"
"BU07070401","Meerkers Broek",,"GM0707","BU07070401"
"BU07070402","Meerkerk Polder",,"GM0707","BU07070402"
"WK070705  ","Wijk 05 Hei- en Boeicop",,"GM0707","WK070705"
"BU07070500","Hei- en Boeicop Kern",,"GM0707","BU07070500"
"BU07070501","Hei- en Boeicop Polder",,"GM0707","BU07070501"
"WK070706  ","Wijk 06 Leerbroek",,"GM0707","WK070706"
"BU07070600","Leerbroek kern",,"GM0707","BU07070600"
"BU07070601","Middelkoop",,"GM0707","BU07070601"
"BU07070602","Weverwijk",,"GM0707","BU07070602"
"BU07070603","Leerbroek Polder",,"GM0707","BU07070603"
"WK070707  ","Wijk 07 Nieuwland",,"GM0707","WK070707"
"BU07070700","Nieuwland Kern",,"GM0707","BU07070700"
"BU07070701","Achterdijk",,"GM0707","BU07070701"
"BU07070702","Geer",,"GM0707","BU07070702"
"BU07070703","Nieuwland Polder",,"GM0707","BU07070703"
"GM0050    ","Zeewolde",,"GM0050","GM0050"
"WK005000  ","Wijk 00",,"GM0050","WK005000"
"BU00500000","Centrum",,"GM0050","BU00500000"
"BU00500001","Eerste woonwijk",,"GM0050","BU00500001"
"BU00500002","Tweede woonwijk",,"GM0050","BU00500002"
"BU00500003","Derde woonwijk",,"GM0050","BU00500003"
"BU00500004","Buurt 4",,"GM0050","BU00500004"
"BU00500005","Buurt 5",,"GM0050","BU00500005"
"BU00500006","Zuidlob",,"GM0050","BU00500006"
"BU00500007","Middengebied",,"GM0050","BU00500007"
"BU00500008","Knardijkgebied",,"GM0050","BU00500008"
"BU00500009","Trekkersveld",,"GM0050","BU00500009"
"BU00500010","Horstenparc",,"GM0050","BU00500010"
"GM0355    ","Zeist",,"GM0355","GM0355"
"WK035501  ","Wijk 01 Centrum Zeist",,"GM0355","WK035501"
"BU03550101","Carré",,"GM0355","BU03550101"
"BU03550102","Centrumschil-Zuid",,"GM0355","BU03550102"
"BU03550103","Centrumschil-Noord",,"GM0355","BU03550103"
"BU03550104","Lyceumkwartier",,"GM0355","BU03550104"
"BU03550105","Het Slot en omgeving",,"GM0355","BU03550105"
"WK035502  ","Wijk 02 Zeist-Noord",,"GM0355","WK035502"
"BU03550201","Patijnpark",,"GM0355","BU03550201"
"BU03550202","Dijnselburg",,"GM0355","BU03550202"
"BU03550203","Staatsliedenkwartier",,"GM0355","BU03550203"
"BU03550204","Mooi Zeist",,"GM0355","BU03550204"
"BU03550205","Vollenhove",,"GM0355","BU03550205"
"BU03550206","Utrechtseweg",,"GM0355","BU03550206"
"WK035503  ","Wijk 03 Zeist-West",,"GM0355","WK035503"
"BU03550301","Griffensteijn en Kersbergen",,"GM0355","BU03550301"
"BU03550302","Nijenheim",,"GM0355","BU03550302"
"BU03550303","Crosesteijn",,"GM0355","BU03550303"
"BU03550304","Vogelwijk",,"GM0355","BU03550304"
"BU03550305","Brugakker",,"GM0355","BU03550305"
"BU03550306","De Clomp",,"GM0355","BU03550306"
"BU03550307","Couwenhoven",,"GM0355","BU03550307"
"BU03550308","Blikkenburg e.o.",,"GM0355","BU03550308"
"BU03550309","Weidegebied",,"GM0355","BU03550309"
"WK035504  ","Wijk 04 Zeist-Oost, Zeister Bos e.o.","Wijk 04 Zeist-Oost, Zeister Bos en omgeving","GM0355","WK035504"
"BU03550401","Hoge Dennen",,"GM0355","BU03550401"
"BU03550402","Kerckebosch",,"GM0355","BU03550402"
"BU03550403","Driebergseweg",,"GM0355","BU03550403"
